inspection_id,law,violation_comments,corrective_comments
6608972,3-603.11,THE MENU WAS LACKING A CONSUMER ADVISORY FOR THE UNDER COOKED MEATS.,MUST PROVIDE A CONSUMER ADVISORY FOR THE BURGERS AND ANY UNDERCOOKED MEATS.MUST HAVE ALL 3 PARTS:1. ASTERISK AT THE MENU ITEM AND DOWN BY THE FOLLOWING STATEMENTS. 2. DISCLOSURE THAT BURGERS ARE COOKED TO ORDER.3. A RISK REMINDER AS IS STATED IN THE VIOLATION TEXT ABOVE.I WILL RECHECK ON THIS.
6608972,4-703.11,THE NEW BAR GLASSWASHER FINAL RINSE ONLY HAD 10 PPM FREE CHLORINE.,USE THE KITCHEN DISHWASHER UNTIL FIXED.I WILL RECHECK ON THIS.
9903781,3-304.14,Wiping cloth solution tests 10ppm chlorine.,Replenish bleach solution to 50-100ppm before using to wipe food contact surfaces. Use test papers to check wiping cloth and dish sanitizing solutions before use.
8404257,3-304.12,Scoop handle laying in ice in ice bin.,""
6105901,"","",""
6608898,4-204.112(A)(B)(D),MISSING A THERMOMETER IN THE NEW BLACK KITCHEN COOLER.,PROVIDE.
6608898,7-101.11,MISSING LABELS ON THE SPRAY BOTTLES WITH THE CHEMICALS INSIDE.,***CORRECTED*** LABELED.
6608898,6-301.11,THE KITCHEN HANDSINK DISPENSERS WERE OUT OF SOAP.,***CORRECTED****REFILLED.
6608898,4-101.11(B)-(E),OPEN TIN OF JUICE LEFT IN THE REFRIGERATOR.,ONCE OPEN PLEASE USE OF TRANSFERER TO A PLASTIC CONTAINER.
6609153,3-501.13,THERE WAS A CONTAINER OF SHRIMP BEING THAWED IN STILL WATER IN A PAN IN THE FOOD SINK.,USE RUNNING WATER.
6609153,6-202.11,THERE IS A LIGHT BULB OVER THE ICE MACHINE THAT IS NOT SHIELDED FROM BREAKAGE.,""
6609153,4-302.13,MISSING A QUATS TEST KIT.,PROVIDE BEFORE RECHECK INSPECTION.
6609153,5-205.11,THE HANDSINK NEAREST TO THE DISHWASHER WAS NOT WORKING - NO HOT OR COLD WATER.,"USE THE OTHER HANDSINK FOR NOW, BUT FIX IMMEDIATELY.IWILL RECHECK ON THIS IN A WEEK."
6609153,2-401.11,"PERSON PORTIONING FOODS IN TO CONTAINERS IN THE FRONT AREA HAD AN OPEN DRINK CONTAINER WITH A STRAW, BUT NO LID ON THE SAME TABLE.",I LEFT A PROPER DRINK CONTAINER FLYER.DRINK WAS TAKEN AWAY.**CORRECTED***
6608928,5-205.15(B),THERE WAS A LEAK UNDER THE 3 COMPARTMENT SINK.,""
6608928,"3-302.11(A)(1,2)",THERE WAS RAW CHICKEN STORED OVER BAG OF RADISHES IN THE 3 DOOR UPRIGHT COOLER IN THE KITCHEN.,***CORRECTED*** RAW CHICKEN WAS MOVED TO THE BOTTOM SHELF.
8704420,3-501.16,Food in the reach in cooler in the back near walk-in had salad dressings temped at 44- 46 F on the right side of the cooler. Left side of the cooler dressings were temped at 41.8. Possibly due to larger items being stored in front of blowers on the left hand side.,Corrected by PIC discarding out of temp items and moving items on the right side of the cooler into the walk-in.
8704420,4-501.114(A),Sanitizer buckets on cook line and in front of house did not register any chlorine.,Corrected by PIC refilling buckets with chlorine.
8704420,3-304.12,Spatula for eggs on line stored in water bucket.,""
8704420,3-603.11,No consumer advisory for eggs at breakfast.,Will return within two weeks for recheck on the menu. Left with flier.
6608811,3-501.13,OPERATOR WAS THAWING A LARGE CUT OF BEEF ON A TRAY ON TOP OF THE OVEN.,THAW UNDER RUNNING WATER.
6608811,6-301.12,THE WOMEN'S RESTROOM WAS LACKING PAPER TOWELS.,***CORRECTED*** PAPER TOWELS WERE SET OUT.
6609096,4-204.112(A)(B)(D),MISSING A THERMOMETER IN THE 6 DRAWER INSERT COOLER ON THE COOKLINE.,PROVIDE.
6609096,3-603.11,OPERATOR IS LACKING A DISCLOSURE ON THE MENU THAT SOME OF THE EGG DISHES ARE COOKED TO ORDER.MISSING A DISCLOSURE THAT THE HOLLANDAISE SAUCE CONTAINS RAW EGGS.,"PLEASE PROVIDE THE DISCLOSURES REQUIRED BEFORE THIE RECHECK INSPECTION. I WILL RECHECK INSIDE OF 2 WEEKS, OR YOU COULD MAKE THE CHANGES AND EMAIL ME A COPY OF THEM AT MY EMAIL ADDRESS.JOHN.M.MCLUCKIE@MULTCO.US.I LEFT A FLYER ON THE CONSUMER ADVISORY."
6609096,5-202.12(A),"THE HANDWASHING SINK HAD WATER AT 114 F FROM THE HOT SIDE, BUT THE COLD SIDE WAS NOT WORKING.",OPERATOR WAS ABLE TO FIX THE SINK TO PROVIDE COLD WATER BEFORE I LEFT.
8403942,3-501.16,Display cooler at front counter holding at 56Â°F,***CORRECTED*** Adequate refrigeration present to move commercially packaged yogurt to adjacent cooler. Unit turned down to correct problem ultimately.
9803406,"","",""
6003953,3-304.14,NO CHLORINE DETECTED IN SANITIZING BUCKETS; FOOD BEING PREPARED AT TIME OF INSPECTION.,"PERSON IN CHARGE STATED THEY CHANGE OUT SOLUTION AT THE BEGINNING OF THEIR SHIFT, SHE CHANGED IT AT TIME OF INSPECTION."
6003953,"3-302.11(A)(1,2)",RAW CHICKEN STORED OVER FETA CHEESE IN REFRIGERATED DRAWER.,**CORRECTED** RAW CHICKEN MOVED TO BOTTOM DRAWER.
6003953,5-103.11,"WATER TEMPERATURE IN BOTH RESTROOMS DOES NOT REACH A MINIMUM 100 F TEMPERATURE. ALSO, WATER PRESSURE IN WOMEN'S RESTROOM IS LOW.",PLEASE CORRECT. A RE-INSPECTION WILL OCCUR WITHIN TWO WEEKS TO INSURE COMPLIANCE.
6003953,3-501.16,"COLD-HOLDING VIOLATION: SLICED SALAMI, CANADIAN HAM TEMPED 62 F AND 55 F; STAFF STATES MEAT HELD IN INSERT AT IMPROPER TEMPERATURE LESS THAN FOUR HOURS.",**CORRECTED** SALAMI AND HAM MOVED TO BOTTOM COOLER HOLDING BELOW 41 F. DO NOT STORE CONTAINERS INSIDE ANOTHER CONTAINER; COLD AIR MUST COME IN CONTACT WITH CONTAINER TO MAINTAIN 41 F TEMPERATURE.
6003953,5-205.11,HAND WASH SINK ACROSS FROM DISH WASHER BLOCKED BY GARBAGE CAN; CLOTH TOWELS IN SINK AND BAGS HANGING IN FRONT OF SINK.,"**CORRECTED** ITEMS MOVED FROM IN FRONT OF SINK. AS A REMINDER, KEEP AREA IN FRONT OF ALL DEDICATED HAND WASH SINKS CLEAR AND ACCESSIBLE."
6608670,6-501.12,"THE AREA UNDER THE COOKLINE, AND WALLS AND SIDES OF EQUIPMENT IN THESE AREAS WERE SOILED.",""
6608670,6-501.111(C),BETWEEN 10-20 SMALL FLIES SEEN IN THE FRONT SERVICE AREA AND HALLWAY TO RESTROOMS..,FOLLOW STEPS OUTLINED IN THIS REPORT AND THOSE BY YOUR PEST CONTROL SERVICE.
6608670,3-501.16,THE WALK-IN COOLER WAS HOLDING FOODS AT 47-48 F.,BEAN SPROUTS AND COOKED CHICKEN WAS DISCARDED. RAW MEATS WERE MOVED TO A WORKING COOLER (VERY SMALL AMOUNTY).ALL OTHER FOODS WERE VEGETABLES.
8403894,2-301.14,Staff not washing hands between slicing raw chicken and handling clean plates and flatware.,***CORRECTED*** Issue discussed with staff and management.
6608167,4-301.14,"OPERATOR HAS TWO PORTABLE BURNERS WITH PANS ON THEM, BUT NO HOOD OVERHEAD IN THE KITCHEN.",""
6608167,6-202.14,THE DOOR TO THE RESTROOM DOES NOT SELF CLOSE.,""
6608167,4-302.12,MISSING A PROBE THERMOMETER WITH A NEEDLE PROBE AND DIGITAL DISPLAY.,PROVIDE BEFORE RECHECK INSPECTION.
6608167,3-603.11,"MENU IS LACKING PROPER DISCLOSURE.IRIS KISS OF DEALTH DRINK HAS RAW EGG WHITES AND ONLY LISTS THIS AS EGG WHITES.CREAMY DILL DRESSING DOES NOT STATE THAT IT HAS RAW EGGS.THE AIOLIS DO NOT DISCLOSE THAT THEY HAVE RAW EGGS.OPERATOR DOES HAVE AN ASTERISK FOR SOME RAW EGG DISHES, AND DOES HAVE THE RISK REMINDER.","PROVIDE A DISCLOSURE STATEMENT RIGHT NEXT TO THE RISK REMINDER THAT STATES THAT ITEMS MARKED WITH AN ASTERISK CONTAIN RAW EGGS, AND PUT AN ASTERISK ON THE IRIS KISS OF DEATH DRINK.I WILL RECHECK ON THIS."
6608167,6-301.12,THE BAR HANDSINK WAS LACKING PAPER TOWELS.,***CORRECTED*** BY SETTING OUT SOME PAPER TOWELS.
6608167,2-301.11,THE KITCHEN CHEF REPEATED WIPED HANDS ON APRON.BARTENDER REPEATED WIPED HANDS ON WIPING CLOTH THAT WAS ON HIS PERSON.,STOP AND WASH HANDS.***CORRECTED*** BY ASKING WORKERS TO WASH THEIR HANDS.
8403877,"","",""
6003950,4-101.19,METAL RACKS INSIDE SANDWICH COOLER SHOWING HEAVY RUST AND OUTER COATING IS DISINTEGRATED AND IS NO LONGER EASILY CLEANABLE.,PLEASE REPLACE.
6003950,4-602.13,"SEVERAL AREAS FOUND WITH BUILD-UP OF OLD FOOD DEBRIS, I.E FLOOR UNDER 3-DOOR COOLER IN BACK DISH AREA HAD ROTTING PRODUCE UNDER IT AND GARBAGE, INTERIOR SIDE OF DOOR HANDLES OF ALLCOOLERS AND COOLER USED FOR DRY STORAGE HAVE BUILD-UP OF OLD FOOD DEBRIS; ALSO, RODENT DROPPINGS FOUND IN CUBBY TO RIGHT OF BREAD DISPLAY CASE WHERE A BOX OF PLASTIC SLEEVES FOR BREAD ARE STORED. MOP SINK CLOSET AND SODA CO TANK CLOSET FLOORS SOILED AND RODENT DROPPINGS FOUND IN BOTH AREAS. DROPPINGS APPEAR OLD.",**PLEASE CLEAN AND MONITOR FOR NEW RODENT DROPPINGS IN THE ABOVE AREAS; BOX OF PLASTIC BREAD SLEEVES DISCARDED. A BAIT STATION FOUND IN FRONT COUNTER AREA; RECOMMEND MONTHLY PEST CONTROL SERVICE AS PREVENTIVE MEASURE.
6003950,3-304.14,NO CHLORINE DETECTED ON WIPING CLOTH USED TO WIPE DOWN CUTTING BOARD.,ROTATE CLOTH TOWELS BACK INTO CHLORINE SOLUTION EVERY 30-45 MINUTES.
6003950,3-403.11,"TOMATO AND VEGETABLE CHILI TEMPING BETWEEN 144 F-153 F, HELD SIX HOURS. PERSON IN CHARGE STATED THAT TEMPERATURE WAS PLACED ON HIGH THIS MORNING BUT IT MAY HAVE BEEN ACCIDENTALLY TURNED DOWN. STAFF UNSURE IF SOUP REACHED 165 F, FOOD PROBE THERMOMETER NOT BEING USED TO MONITOR REHEATING TEMPERATURE OF SOUPS.","**CORRECTED** INCREASED TEMPERATURE TO BRING SOUPS UP TO 165 F; AS A REMINDER, USE THERMOMETER TO CHECK REHEATING TEMPERATURE OF SOUPS, THEY MUST REACH 165 F WITHIN TWO HOURS BEFORE BEING SERVED TO THE PUBLIC."
6003950,4-501.114(A),0 PPM CHLORINE DETECTED IN FINAL RINSE WATER IN LOW TEMP DISH MACHINE.,"**CORRECTED** PERSON IN CHARGE CHANGED OUT CHEMICAL BOTTLE AND SANITIZER LINE PRIMED, 50 -100 PPM FREE CHLORINE DETECTED IN RINSE WATER; RECOMMEND TESTING FINAL RINSE WATER ON FIRST DISH WASH CYCLE OF DAY TO INSURE ADEQUATE CHEMICAL CONCENTRATION."
8505870,3-501.16,Bean sprouts on top of inserts were 53F. Raw chicken in an oversized container that exceeded the level of the inserts was 46F. Rice patties in walkin wrapped in plastic were 46F.,***Corrected by putting bean sprouts and chicken into cold holding for rapid cooling.Rice cakes were discarded.
8505870,"3-302.11(A)(1,2)",Raw chicken over shell eggs,***Corrected by moving chicken below or next to eggs.
6105886,"3-302.11(A)(1,2)",A CONTAINER OF RAW SHRIMP WERE ON A RACK BELOW A CONTAINER OF RAW CHICKEN IN THE PREP LINE COOLER.,***CORRECTED*** SHRIMP WERE MOVED TO TOP RACK AND CHICKEN WAS PLACED DOWN BELOW. EDUCATED PIC ON PROPER STACKING HIEARCHY RELATED TO COOKING TEMPERATURE. ILLUSTRATED THIS POINT USING A MULTNOMAH COUNTY STICKER THE FACILITY ALREADY HAD IN PLACE ON ANOTHER COLD HOLDING UNIT.
6105886,6-501.111(A)(B)(D),NOTICED SOME RODENT DROPPINGS IN BACK DRY STORAGE AREA.,PIC STATED THEY DO NOT HAVE A CONTRACT FOR A PEST CONTROL COMPANY. GAVE PIC INFORMATION ON PEST CONTROL COMPANIES TO CALL. HE STATED HE WILL LOOK INTO THIS AND GET A CONTRACT STARTED.
8505841,4-302.14,There were no test strips available for quat sanitizer.,***Corrected by leaving some for temporary use. You need to purchase ASAP. I will recheck at reinspection.
8505841,3-603.11,The daily menu and the laminated menu have no consumer advisory or disclosure on menu. The paper menu had the advisory but no items were asterisked.,***Corrected by noting all raw items on the menu and including a reminder at the bottom of the menu. This requires a reinspection.
8505841,3-501.17,"Many cooked products not dated: sausages, cooked pork and cooked fish.",***Corrected by putting correct date on cooked products.
8505841,3-501.16,Lower righthand drawer in True refrigeration unit on chef's line is holding at 45F according to thermometer and sausages 45F and cooked pork 45F. Other parts of unit 38F - 41F.,***Corrected by discarding products and having unit serviced. Do not use this drawer until it holds 41F or less.
6608430,"","",""
6608860,3-603.11,"OPERATOR HAS A CONSUMER ADVISORY ON THE MENU, BUT IS LACKING AN ASTERISK AND A DISCLOSURE ON THE RAW OYSTER SHOOTERS.",***CORRECTED*** OPERATOR WROTE OUT THE DISCLOSURE AND ASTERISK ON ALL OF THE MENUS WHILE I WAS THERE.
6608860,5-205.11,THERE WAS A LOT OF ITEMS IN FRONT OF THE BAR HANDSINK.,***CORRECTED***MOVED TO THE SIDE.
6608860,6-301.11,THERE WAS NO SOAP AT THE KITCHEN HANDSINK.,"***CORRECTED*** SOAP WAS SET OUT.PLEASE MAKE SURE THAT YOU NEVER RUN OUT OF SOAP AND PAPER TOWELS AT THE HANDSINK, AND BE SURE THAT YOU ARE WASHING YOUR HANDS."
6608860,6-301.12,BOTH THE KITCHEN AND THE BAR HANDSINKS WERE LACKING PAPER TOWELS.,***CORRECTED**** PAPER TOWELS.
8404167,"","",""
8404053,3-501.16,Meat being held in hot water bath near grill noted at 60 degrees F.,***CORRECTED*** Issue discussed. Food rapidly re-heated and held at 135 degrees F.
8704397,4-501.114(A),Sanitizer not detectable in final rinse at kitchen dishwasher after 5 cycles and after priming and correcting connection. Sanitizer tubing connected to rinse supply.,"After many attemps, dishwasher finally dispensed 50 ppm chlorine santizer at final rinse. Corrected during inspection."
8704397,5-205.11,Pots and pans in kitchen handsink.,Immediately removed.
6608956,3-603.11,THE MENU IS STILL LACKING THE CONSUMER ADVISORY.,PLEASE CHANGE THE MENU AND SEND IT TO ME IN AN EMAIL.OTHERWISE I WILL COME BACK FOR A RECHECK INSPECTION.
6004067,3-305.11,SWEET POTATO FRIES IN BASKETS/PAPER SLEEVES LAYERED ON ONE ANOTHER AND NO COVER PROVIDED INSIDE REFRIGERATOR.,PROVIDE COVERING IN BETWEEN BASKETS/SLEEVES OF POTATOES AND COVER.
6004067,3-501.14,"(2) PANS OF WHITE AND BLACK BEAN VEGGIE BURGERS IMPROPERLY COOLING IN REACH-IN COOLER ON COOKLINE; BOTH PANS OF VEGGIE BURGERS TEMPED AT 83-84 F, COOKED EARLIER TODAY (MANAGER NOT SURE OF EXACT TIME). STORED IN DEEP CONTAINERS (OVER TWO INCHES) AND COVERED.",**CORRECTED BY DISCARDING BURGERS. DISCUSSED PROPER COOLING PROCEDURE WITH MANAGERS.
